Date,MSFT,AAPL,NVDA,AMZN,GOOGL,META,GOOG,CVX,TSLA,LLY,UNH,AVGO,JPM,V,XOM,JNJ,HD,MA,PG,COST,MRK,ABBV,ADBE,CRM,AM
11/08/2021,4.1481817191786935e-07,4.930296545996013e-08,3.980609117546929e-07,2.0974349496306738e-08,1.1091829789233127e-07,6.425115357827918e-08,2.1526721464875805e-07,5.835528202167682e-07,6.23433449803579e-07,2.9067844183643807e-06,2.528534193705155e-06,5.910798782663817e-06,1.129232189184925e-07,-4.2463918651821294e-07,2.118069612616956e-07,3.3256618327241786e-07,1.2205424135463854e-06,-3.7384157871316736e-07,4.287541502288097e-07,5.346793642106178e-06,1.5365086840182865e-07,1.9577369945559755e-06,2.5439423561503613e-06,1.1386250858772623e-06,-3.1686743495316634e-06
11/09/2021,4.4650847231522067e-07,2.052567694234975e-08,7.592214742290103e-07,2.117156573010027e-08,1.754749554383283e-07,-2.1968194272359862e-08,2.0908633534684233e-07,4.0133505401076634e-07,3.444138789642813e-07,3.1512904096998517e-06,3.952274139084031e-06,5.5216135106655365e-06,4.532089490452308e-08,-4.1331702964956206e-07,1.9756243865806456e-07,-1.0938550269487445e-07,1.2561421811064303e-06,-8.888072348597201e-07,5.20959060883414e-07,2.7740058659738554e-06,2.151131603694272e-07,1.1422708640880006e-06,3.144939299688476e-06,1.5482216734459358e-06,-2.6010378087475617e-06
11/10/2021,4.3571814278822575e-07,1.8286615064859338e-08,5.983899854595133e-07,5.4941700405018194e-08,2.5822156024894646e-07,-9.042334607502274e-08,2.843273843593448e-07,2.2928378954118638e-07,1.0272179825276033e-07,3.823511253113259e-06,2.530306153216253e-06,6.000453515113249e-06,-2.2416532833665867e-07,-6.754251262715356e-07,2.0930882996872358e-07,-1.268539899763025e-07,1.5879821527349878e-06,-7.997423035612101e-07,6.07441869629221e-07,4.404912049816523e-06,1.936149205210419e-07,2.110541089699186e-06,4.983782732944488e-06,2.1632549661552468e-06,-3.6939504381317413e-06
11/11/2021,2.528812365034296e-07,-1.6009552071862264e-08,4.687331108709297e-07,1.7001320073248022e-08,9.424240879138427e-08,-1.9043009286813585e-07,1.1860570033910597e-07,2.0929402652332743e-07,1.515285700247769e-07,4.3952278744771734e-06,1.4136329954517763e-06,3.649562210397585e-06,-1.5846774252603163e-07,-6.335663995753723e-07,1.1858594106467534e-07,8.553149514856908e-08,5.024798152928446e-07,7.66394190045204e-08,7.328975942324528e-07,4.831129501899697e-06,3.549989938418713e-07,1.4748647472647856e-06,6.791052512878927e-07,7.819611002281667e-07,-2.7307454776589235e-06
11/12/2021,4.46702233696049e-07,-1.3450923606893549e-08,1.0152417741991154e-06,9.065915803599553e-08,3.6086399099748097e-07,7.790795142469084e-08,4.7012950978936563e-07,1.6476587186034139e-07,2.5168023539941324e-07,4.453054518136228e-06,8.155205761203547e-07,5.480597534487259e-06,-4.174371963592962e-07,-6.643362231631668e-07,1.4154615494763025e-07,-9.787547933929487e-08,1.8770313292247852e-07,-2.6994377946763354e-07,9.655341436443786e-07,5.10357374817873e-06,6.138426489136301e-07,2.1989628565759095e-06,-5.012308467865406e-08,1.328038772662264e-06,-3.519873919982989e-06
11/15/2021,3.893479050523728e-07,1.423482494664131e-08,7.549527779703778e-07,1.1466114060886052e-07,3.6543560723437907e-07,1.4604800146030167e-07,4.595692062463859e-07,3.8441148128603756e-08,1.0886905980087862e-08,3.0335865332990215e-06,8.099277502599531e-07,5.799056542620396e-06,-2.941804205242622e-07,-1.2162061338361043e-06,-4.5356213546859814e-08,2.983870737920206e-08,1.32106220010649e-07,1.5486002825832265e-07,7.127952788817744e-07,3.1026613739506123e-06,3.491702427280522e-07,2.8487584344689377e-06,1.2771430672631218e-06,1.1386554311074078e-06,-4.2934640375707955e-06
11/16/2021,5.005818689974203e-07,7.689485738420643e-09,5.579266530662874e-07,8.574066233270994e-08,2.792022172360654e-07,4.009121358569061e-07,4.2813270584677193e-07,2.157274756253579e-07,-4.7435293140218684e-09,2.1128035105946173e-06,-2.964030733795694e-07,4.276583198564184e-06,-4.3493291202098976e-07,-8.774007952632436e-07,-1.1844936061691581e-07,-1.7947721788202253e-07,1.3948450681936116e-07,2.4090876810839484e-07,5.780462735513479e-07,5.0828168896476274e-06,2.463018551383654e-07,1.703359695133549e-06,2.4885941187579258e-06,9.783145632469186e-07,-2.0708882302280363e-06
11/17/2021,2.420744703852997e-07,2.4375558365012567e-08,8.894527645040955e-07,9.852446485460544e-08,6.000184301248517e-08,5.415304085410764e-07,1.0483040882076638e-07,4.399723043939532e-07,2.041333420696995e-08,1.176267310075913e-06,-2.51551120144293e-07,6.615561976657184e-06,-1.516291872567813e-07,-3.188951536757105e-08,8.149800787612488e-08,-8.604414559243583e-08,6.214476343089622e-07,2.0285424232197123e-06,4.970045147906748e-07,4.548100810424851e-06,2.9832155703243334e-07,2.128213319610319e-06,3.4003761331741146e-06,1.353248663468108e-06,-1.7961379219859756e-06
11/18/2021,2.389977304524372e-07,6.7900128557289486e-09,4.0421344932858616e-07,5.803879588440226e-08,7.691317607423414e-08,5.532353984601127e-07,1.3127075194146802e-07,1.8304239666128208e-07,1.1781019449709579e-08,1.0755083418428545e-06,-6.245862181835512e-07,6.03775734802938e-06,-3.488923863594848e-07,-5.935250750165528e-08,0.0,4.876575146234063e-08,1.3482475187574273e-06,6.693055645527632e-07,6.321886644110805e-07,4.529681738048423e-06,-4.436815046298245e-07,1.605600609191881e-06,4.018499064417347e-06,8.35970236127516e-07,-2.5144620601759968e-06
11/19/2021,1.295414954141744e-07,3.908631939749955e-08,3.0561386254934796e-07,8.412673844665093e-08,3.400273530360045e-08,2.67216403887835e-07,6.169382922684099e-08,-4.1749336137281505e-09,-2.522768518093926e-08,1.526695907666683e-06,-1.151925714207932e-06,6.382991446853448e-06,-4.956765055761869e-07,-2.1787740083797518e-07,-7.870775058204806e-08,-4.634629995842835e-08,2.037385376430259e-06,5.793307087325768e-07,5.242601602216536e-07,4.624574677064336e-06,-5.774682224657991e-07,6.622674359945233e-07,2.120419183831003e-06,2.4783006465023435e-07,-9.18542981797824e-07
11/22/2021,1.8993404594920483e-07,6.632768969053347e-08,5.191403398693126e-07,1.09416617189252e-07,1.1233614439027735e-07,1.7527222890054162e-07,2.174120991975398e-07,-1.6904408570125564e-07,-9.115592753559389e-08,1.6393768057159404e-06,-8.787007012635167e-07,3.927146190139644e-06,-4.2888767553741075e-07,-3.027768578224614e-07,-2.3591073491553297e-07,-1.0464630508989198e-08,3.2517445093120373e-06,2.440551529457685e-07,4.670576583388396e-07,4.462547760941804e-06,-4.62338246445383e-07,2.11617179554574e-07,2.434309868026486e-06,-1.1035475083383783e-07,-1.6827410875358179e-06
11/23/2021,6.481308501410972e-08,6.24200779709893e-08,2.7893262624741416e-07,8.098621739938047e-08,1.9542282324878505e-08,1.453386518558951e-07,3.386362453736695e-08,7.065561814337528e-09,-1.3011374824366738e-08,7.004618023794023e-07,-1.2343405070162682e-06,1.1654307615899703e-06,-2.4674201265167156e-07,-3.060396106832924e-07,-2.3217049656416052e-07,-4.6590841423259624e-07,2.820230955535232e-06,-1.9210706515515337e-07,3.9184718720693806e-07,3.918594276089199e-06,-7.619592540848387e-07,-1.8994114224498705e-07,2.2670689365681696e-06,-4.5072063335428855e-07,-3.3845191862413035e-06
11/24/2021,3.621035554252598e-08,6.818154961012973e-08,3.6370116988774263e-07,7.849365165647489e-08,-2.0450830528577257e-08,9.856184677269087e-08,-1.2398733711306772e-09,2.8082412580713037e-07,-7.958418258733747e-08,-8.130951747095136e-07,-7.806555889047184e-07,1.3740100296658517e-06,-1.0679725020958517e-07,-3.132378931021862e-07,-5.9066052663657287e-08,-3.423221094033997e-07,3.002072883356607e-06,-1.834213037900023e-08,3.8248686774132625e-07,3.980521504851916e-06,-5.465903936580678e-07,1.24518371854897e-07,6.086153732988085e-07,-5.888344968919601e-07,-1.1841750307312921e-06
11/26/2021,2.0170912745722864e-08,1.0470875058061986e-07,2.2154069557774322e-07,6.387688398911777e-08,-8.028825646289248e-08,1.1434928018325933e-07,-8.029275364883566e-08,3.813720097309515e-07,-1.3684354987812695e-07,-1.3186552353909484e-06,-6.425477852626584e-07,1.5249941503407454e-06,-8.20675929614025e-08,-2.2023485654326448e-07,-9.098354026187313e-08,-5.063843619836248e-07,4.008772527121501e-06,2.124021773836232e-07,4.0570030394819004e-07,2.855868631368989e-06,-1.0686472774647427e-06,2.359525059519054e-07,-3.521095308658153e-07,-1.2031712416071002e-06,-8.774655076558011e-07
11/29/2021,-7.83935375670504e-08,4.749846695460951e-08,2.0791122071675977e-07,-6.854192392912176e-09,-1.4703948999120425e-07,-1.59184396285344e-07,-2.5375566382805333e-07,-1.6898740382215466e-08,-3.2730622091032456e-07,-1.168285960475767e-06,-1.4062300416766065e-06,-1.55146805354614e-06,-2.6739842649521234e-07,-7.989304792078535e-07,-2.3211785096605002e-07,-3.036760791672043e-07,3.0954641781185263e-06,-1.0672503419062383e-06,1.554318015538662e-07,3.4872045640081886e-06,-1.6657858817894507e-07,-1.1397300267497405e-07,-4.244696283000147e-08,-1.7874245647801718e-06,-2.1084611476450575e-06
11/30/2021,-3.739869135032117e-09,7.340122800253458e-08,1.8352144688868214e-07,3.185557740175685e-08,-7.205922374569445e-08,-1.0464030679328578e-08,-8.249760492041061e-08,-2.170415956660791e-08,-3.8213361201486293e-08,-5.4131842727123e-07,-5.626932285456019e-07,5.155914437748109e-07,-3.8262887280909674e-07,-7.500297064813234e-07,-3.316850516142413e-07,-2.0848183038964584e-07,2.78404538606975e-06,-1.1983798477083708e-06,3.9473519927504817e-07,3.4725632584198305e-06,-2.7555446570796316e-07,1.6355607325490026e-07,1.1813333424137797e-06,-5.191424815707961e-07,-1.8420567893010463e-06
12/01/2021,-3.720316803025638e-08,5.5203819924779555e-08,1.0586934892664188e-07,-2.4166804177022644e-08,-1.1207227937365027e-07,-1.2812621328292266e-07,-1.0949315601218554e-07,-1.1035341800508044e-07,1.457697981710519e-07,-6.454795204263574e-07,-5.830342763982348e-07,-3.2719727659654586e-07,-2.819044239237249e-07,-5.738270278283943e-07,-2.808820090622556e-07,-2.702619105127943e-07,1.0398269877512042e-06,-8.4259366933174e-07,-4.763179663087033e-08,1.42052165118543e-06,-3.1284021056941113e-07,-3.492909020800185e-08,6.143287526807762e-08,-5.877027537366785e-07,-1.7352171230657148e-06
12/02/2021,-6.5288007760667196e-09,7.491686659427625e-08,1.384821240983515e-07,-1.469354811464816e-08,-9.75560313386492e-08,-1.7147712317218562e-07,-1.1994310022614083e-07,-1.4597488844373578e-07,3.700327455490049e-08,-1.809201309420031e-06,-7.821855783858096e-07,4.966015255247488e-07,-4.7372926566129575e-07,-8.92339927054778e-07,-2.237844630359125e-07,-3.831094481789655e-07,2.4567903970524806e-06,-1.802091123722923e-06,-3.441074160111293e-08,1.672852683488276e-06,-5.314216038914487e-07,-1.1443068702346946e-07,5.404681767565468e-07,-5.232008557253643e-07,-2.6263922762279157e-06
12/03/2021,-2.874593606563785e-08,7.858701394448846e-08,1.2079787546933954e-07,-1.5634416207237053e-08,-6.580864046464028e-08,-2.1699376066352794e-07,-9.528929336357524e-08,7.535203457215367e-08,2.7122495049137098e-08,-1.4711124828142523e-06,-5.245846151416142e-07,-2.3482510109861706e-07,-2.9440352423265064e-07,-4.124599160403007e-07,-1.612661450529035e-07,-3.230107368436215e-07,2.9469857384058275e-06,-1.4342636717728896e-06,6.203870980338813e-08,7.940820814993538e-07,-7.856901064536903e-07,4.182765028134504e-08,1.6684724298479654e-06,-1.1302281969594802e-06,-3.0568516219852468e-06
12/06/2021,-9.745566977484464e-08,6.694045749105539e-08,1.83169635392767e-08,-4.757457986961239e-08,-1.0891525763320101e-07,-3.636039569545525e-07,-1.784042514795337e-07,1.5086220450485752e-08,-1.9338103495925006e-08,-1.299573138592778e-06,-6.93412774866964e-07,-4.459509132179417e-07,-4.0499349948042874e-07,-6.974830077231518e-07,-2.0854419058721654e-07,-3.899100914143201e-07,1.8025772538344326e-06,-2.4058239081347306e-06,2.022434895677176e-07,7.619339778606105e-07,-8.746686895719323e-07,2.500345914453103e-07,-9.263742650850843e-07,-1.7621461426679699e-06,-2.057831607002716e-06
12/07/2021,-9.788913073502735e-08,9.501044881388161e-08,6.065072612651929e-10,-4.84567936364832e-08,-1.165378155612025e-07,-3.9260469365961323e-07,-1.6861620409715116e-07,-5.396977717031815e-08,-5.292606804558914e-09,-1.3411192538623007e-06,4.3740694814266284e-07,-6.211173935891703e-08,-3.434904184274499e-07,-4.2261575819632813e-07,-2.2562236619931203e-07,-3.6596964888197076e-08,2.6001445922722265e-06,-1.2810582315943049e-06,2.7000392777182914e-07,1.0523064715128538e-06,-9.08541091965773e-07,4.317700878545427e-07,-1.8021904457145797e-06,-2.147972358932583e-06,-1.8277166860507822e-06
12/08/2021,-4.358041508370919e-08,1.1099363948892687e-07,1.2416265886570621e-07,-7.404154645819435e-09,-1.2721625366086372e-08,-3.1261674491001863e-07,-2.998102492548781e-08,4.778644412629964e-08,-5.037595333767314e-09,-1.2123760455270646e-06,1.0822553126784957e-06,1.2864298495033079e-06,-1.7126393683194845e-07,-3.050733333071835e-07,-2.1360488714614018e-07,5.103571540378497e-08,1.4458479857509124e-06,-1.6461763368519298e-06,3.914922588688884e-07,1.125970450846756e-06,-7.975524418452366e-07,7.140111524947503e-07,-7.962343065742184e-07,-1.7643170429070317e-06,-1.7142040955635545e-06
12/09/2021,-4.942263319521438e-08,1.2022386574916244e-07,1.8433234208285346e-07,-1.6088920985394115e-08,3.882325167176005e-09,-1.502757767419044e-07,-1.2080454425529964e-08,2.973746784905539e-07,-4.393404980185252e-08,-1.7752908926464233e-06,1.3737218321426739e-06,1.8454233158465937e-06,-1.953003965976225e-07,1.6311886192483053e-07,-1.587884221389805e-07,1.0443183874672251e-07,1.0181581589354328e-06,-1.1085684456653722e-06,4.3501568840452384e-07,2.389586791493817e-07,-7.932259382892606e-07,7.297567871063718e-07,-1.0842519039157725e-06,-2.952431307970024e-06,-1.9693730954201034e-06
12/10/2021,-1.0776863249009299e-07,9.705868865230092e-08,-7.658278560213561e-08,-1.2490007690953225e-07,-6.309606504165554e-08,-1.5515620353115825e-07,-9.295842178281211e-08,3.868306661716386e-07,-1.420655462470909e-07,-3.0781648256147352e-06,1.7821760349187478e-06,5.150906863938993e-07,-1.4195927636437163e-07,3.895132235494437e-07,-9.29658164889168e-08,2.513555194410481e-07,3.5384501146341524e-07,-3.134736156854763e-07,5.056519816299544e-07,-2.974756963634055e-07,-1.0277868593355583e-06,7.482604420434173e-07,-2.2431703271110088e-06,-3.217240288131622e-06,-2.4565319689299588e-06
12/13/2021,-4.360616246203162e-09,1.0200826851527905e-07,-1.7284904613090322e-07,-1.0412267871352953e-07,-2.5395118662985762e-08,-3.099757063123957e-07,-3.937940315380532e-08,6.320395312711983e-07,-1.7692600112838053e-07,-2.6680668274813603e-06,3.377770423562228e-06,1.9392293308094733e-06,-6.569317796159583e-08,7.028438509005062e-07,2.1496183931745994e-07,2.4286737271114986e-07,6.254110605664941e-07,8.815514862409604e-07,8.204838246918138e-07,7.403555057298459e-07,-8.783718257451186e-07,1.1247922701477968e-06,-1.7151340419008338e-06,-3.352729273480606e-06,-1.1082275765806056e-06
12/14/2021,-4.378350585234277e-09,5.965740676741855e-08,-1.984762612110583e-07,-8.159133077290651e-08,-1.2006235782265828e-08,-8.331509251953628e-08,-1.054976460877465e-08,2.0267547610091467e-07,-2.0946985572461857e-07,-1.515905333558093e-06,3.40544364142988e-06,4.594769779527676e-06,-3.2416826529965493e-07,8.926052837837172e-07,1.0964257001955194e-08,4.91731803410536e-07,-2.3057057334499932e-07,1.7146066603611402e-06,7.466390568977798e-07,9.53327434198039e-07,-5.758056626152506e-07,1.1986421688351223e-06,-5.920060144109063e-07,-2.8877961852674737e-06,-1.831457770103882e-06
12/15/2021,-6.224149714203359e-08,5.7428873601658474e-08,-1.6098645309218446e-07,-9.890892259560203e-08,-3.345385831989079e-08,-5.08662253605179e-08,-4.912897439328931e-08,-5.617599474678951e-09,-1.9168100219261856e-07,-1.402527721314037e-06,2.395810557688106e-06,2.995505707419579e-06,-4.327869962999512e-07,5.887431872991796e-07,-1.1168468882798371e-07,5.699296266642994e-07,-3.24028602996919e-07,7.769469043993571e-07,6.793824122620564e-07,4.199586091255015e-09,-5.786996829563252e-07,1.108591209424183e-06,-1.2743232102466157e-06,-1.7011850563427723e-06,-1.8174515654867734e-06
12/16/2021,-2.7267575290564002e-08,8.179269082718016e-08,-9.708030741769915e-08,-4.20489719220409e-08,6.040194537573657e-09,7.127822115164194e-09,1.6265048382047076e-08,-1.2565226959872015e-07,-1.6689950849998667e-07,5.060251204647352e-07,2.345216581636378e-06,4.991211206854866e-06,-3.8550141688311783e-07,4.092323501915865e-07,-1.7440273977198197e-07,7.953851071063659e-07,-2.3599036840324197e-07,3.797037538323508e-07,7.496549621500828e-07,9.754665966441486e-07,-5.9560687868722e-07,1.0172071436163441e-06,-1.3254059778572384e-06,-1.553402568128017e-06,-2.4100465430169696e-06
12/17/2021,-4.1384294048916976e-08,6.560331385242227e-08,-1.398303379196133e-07,-5.959395928580267e-08,4.727826458072544e-08,2.3606875204475124e-08,5.194380964022044e-08,1.6396177257847744e-07,-1.730835829539199e-07,1.2928332354118396e-06,2.949556133292905e-06,3.1708952138794374e-06,-4.803152383698073e-08,9.895885551055597e-07,9.246671362073064e-09,9.639968159844825e-07,-1.6991663826383137e-07,1.65157694524254e-06,8.522457921970034e-07,4.436052182609774e-07,-2.4730049955404177e-07,1.3696486594799085e-06,-1.3229229903162328e-06,-1.668383999881551e-06,-2.1135624145793737e-06
12/20/2021,-7.981753420025657e-08,3.480631702368673e-08,-2.3402356090540103e-07,-5.291737181617644e-08,-5.1866731429101155e-08,-3.134821667705874e-08,-5.2208138551398184e-08,-4.788722923169071e-08,-1.7900773402489297e-07,6.515387406242546e-07,1.3614224881126518e-06,2.4700916672309116e-06,-9.87265053053122e-08,6.859614804529715e-07,-5.7126510552601325e-08,3.1736386837630305e-07,-4.1730477779414477e-07,1.3804480614466944e-06,2.3260001404804858e-07,-2.2778106802865317e-07,3.809609968021507e-08,8.56107936481936e-07,-2.3793630407533945e-06,-1.2181928084850898e-06,-7.007710852450723e-07
12/21/2021,-1.1404817246619777e-07,2.5042750304231985e-08,-3.28467160204003e-07,-8.22484317075944e-08,-7.529190526934032e-09,1.7044585518012917e-08,-1.7491341595191852e-09,5.1324931951280064e-08,-3.786491147317904e-07,1.789046891916209e-06,2.827518999853336e-06,5.034698334531029e-06,-2.032455134679225e-07,8.188813899831491e-07,-5.208068743966357e-08,9.529611613253185e-07,-6.515392252213062e-07,1.3996384502769379e-06,9.98111969630743e-07,8.369161694236236e-07,1.69425219613591e-07,1.8983764925516297e-06,-5.209495663029394e-06,-2.3740557287721127e-06,-8.914561296928402e-07
12/22/2021,-3.4164208389026127e-08,5.470991501371133e-08,-1.4316879904357748e-07,-1.8360420915234695e-08,5.968834703225578e-08,4.714458734831666e-07,9.400942331820388e-08,2.644435280571227e-07,-1.9980313481475476e-07,2.339315610748505e-06,3.804422817305439e-06,4.513606473058555e-06,-1.0096588862849929e-07,1.8963518827963943e-06,5.997747336091587e-08,7.26101896116117e-07,-8.178835592851904e-07,4.6749303726797714e-06,1.1171269193691831e-06,1.1899025820464304e-06,9.885722734644423e-08,1.9903120325254694e-06,-3.7017245728344162e-06,7.691246513460502e-08,8.17490911224616e-08
12/23/2021,4.534519788160377e-08,7.873770458277655e-08,-2.1471875783501357e-07,-8.78528451327529e-09,9.165164347772026e-08,3.8550493208135217e-07,1.1967404839392557e-07,1.0303179955094104e-07,-7.456990249199579e-08,2.7606384018736016e-06,6.392009267703673e-06,6.5528548150136335e-06,-3.846554575289045e-07,1.6523672453730332e-06,-3.366216941711781e-08,1.6515486874915263e-06,-9.103096678411304e-07,3.368453440819965e-06,1.235924368231697e-06,3.1608342955099294e-06,3.319079582095907e-07,1.8369360223156373e-06,-3.5481019152437916e-06,-6.454579816746583e-07,-7.672596779108783e-07
12/27/2021,1.8432162344040603e-07,1.3052717947985603e-07,-1.0001543243557361e-07,2.5323965020553732e-08,1.3118697596600644e-07,6.616982233604106e-07,2.346974169874748e-07,2.3570084492164315e-07,5.5291552403248225e-08,4.257323126438326e-06,6.007058490858394e-06,8.100596648091533e-06,-8.078057152255778e-08,2.1550277593683e-06,1.576436392652284e-08,1.5894080719154947e-06,-9.597933540049407e-07,4.5462984170178305e-06,1.2088122385319184e-06,2.305988707438258e-06,3.293418213732781e-07,2.1011675339075807e-06,-3.5427287166388597e-06,-5.319718271943786e-07,1.3283263168063483e-07
12/28/2021,2.4990363222042235e-07,1.21188013734964e-07,7.488355094655996e-08,-1.6893295739750314e-08,2.0775703572494034e-07,5.004864272917875e-07,2.238787764858309e-07,2.877695610839225e-07,1.1830844178871473e-07,7.765297795680448e-06,6.344300978015428e-06,9.95053331051189e-06,-2.0179881065240618e-07,1.5308330052620476e-06,3.997286091765406e-08,1.1148650528528527e-06,-1.2533694815921297e-06,3.0234524533262556e-06,1.4189337718311416e-06,2.508743800948924e-06,6.772832615302837e-07,2.4256811986469707e-06,-3.601521178302917e-06,-4.92433776463836e-08,2.1783012626959067e-06
12/29/2021,1.206780639104994e-07,5.986158904624983e-08,-1.5434235276203377e-07,-5.717767878183643e-08,-2.173276143187827e-08,4.3587687269820046e-07,-5.7616346712772636e-08,8.329348251656576e-08,5.787615371985078e-08,1.2358964278689106e-05,5.49781097958374e-06,7.71902559540347e-06,-3.8115903694639314e-07,1.2033783213772073e-06,-7.287619023763729e-08,1.3426095351570099e-06,-9.491525505640089e-07,3.2628028641252704e-06,1.232514263566719e-06,3.6132265693450386e-06,1.094322130609565e-06,2.5016398033178148e-06,-5.883275613921271e-06,-1.3122800813945932e-06,5.8174684247168285e-08
12/30/2021,1.385302465034585e-07,3.9391582248821724e-08,-1.6711318471620143e-07,-1.1045745449012214e-07,-5.810046375745251e-08,3.484843429551368e-07,-8.753646187976143e-08,-6.067195337972694e-08,2.8703962562682684e-08,1.2547970435362013e-05,4.9760230329269285e-06,9.651020534262451e-06,-2.0907016732259726e-07,1.3628342427022323e-06,-1.634780490320145e-07,1.1980475523285545e-06,-4.512603046880987e-08,3.6056775897807005e-06,1.4431124569918903e-06,4.052591310692861e-06,8.620490488480986e-07,1.97865149639018e-06,-5.165705022797431e-06,-1.7046565132181661e-06,-1.3592958977271269e-06
12/31/2021,1.1674684718075461e-07,3.488602840644063e-08,-9.599400994011898e-08,-8.442511704958927e-08,-6.208586533036178e-08,4.1615534947026227e-07,-1.0943649146070145e-07,-9.989712667083841e-08,1.4091584578863644e-07,1.196921280982593e-05,5.018107468151877e-06,1.2199759339419691e-05,-1.7759407933389373e-07,8.039818729970185e-07,-2.4345145168902593e-07,9.130336280102037e-07,-1.8862201674366818e-07,3.0683984403654045e-06,1.042641826406439e-06,5.638808207065804e-06,1.0025904516740952e-06,1.493243111606793e-06,-6.268443460209981e-06,-1.1527087275091432e-06,-4.881841439509477e-07
01/03/2022,-1.0087588527105548e-07,-1.6353453114319252e-08,-9.778040935586078e-08,-6.67121152798776e-08,-1.173363764682227e-07,1.5551207421466697e-07,-1.5535925865255187e-07,-1.4659706448403803e-07,9.595099798176026e-08,9.98708096166011e-06,2.9489719206660197e-06,4.432779301558229e-06,-1.5842254938931987e-07,3.283898627708195e-07,-2.052608016262753e-07,7.646685423335292e-07,-3.9345204653473264e-08,1.353995189651009e-06,9.805153324450778e-07,1.0529177847263424e-06,9.196212765285418e-07,1.9968301291743973e-06,-8.443910035723106e-06,-1.4114086526371483e-06,7.472868443398426e-07
01/04/2022,-4.7464344366868145e-08,3.414523793831313e-08,1.777559946505243e-07,7.77082869207664e-09,-1.9988928059145185e-08,8.328603433940361e-08,-4.406600976713708e-08,2.721493208830634e-07,2.3234690582424856e-07,3.561169688984381e-06,1.6642691929515311e-06,2.9664105773166995e-06,1.8242775084345245e-07,6.411301700595284e-07,1.2762905346703953e-07,3.05107959898889e-07,2.2580268244040325e-07,1.5770817770788124e-06,3.5600999608232113e-07,6.275033382425728e-07,4.977119913039691e-07,1.0296965193879223e-06,-4.9843049263019835e-06,-8.978128031706991e-07,2.512169260483843e-06
01/05/2022,6.2453017288552015e-09,3.101751671602393e-08,6.379717909720062e-08,-1.3123856584420916e-08,1.205071953522061e-08,5.225544999922215e-08,-1.6667275361236902e-08,2.7312795674370997e-07,1.988573037712046e-07,2.9862552759564575e-06,6.10531499925682e-07,4.316283008243753e-06,2.707110372949047e-07,5.591552158819782e-07,1.848841634559982e-07,6.87451151312082e-08,8.098717278395198e-07,1.492525745510118e-06,3.5645669567404905e-07,1.65143523615068e-06,3.724708102003996e-07,9.816513117403978e-07,-2.2781683987427827e-06,-3.9769803450761883e-07,2.918251348243953e-06
01/06/2022,-1.36300772887785e-07,-2.5839834331158074e-08,-1.8819372524678986e-07,-8.038051754688808e-08,-1.0834783584163458e-07,-2.489300183538837e-07,-1.3279713595125848e-07,3.721318494850018e-07,1.43395906169446e-07,-1.7690535182943665e-06,-2.419380929497768e-07,1.4036630767274674e-07,2.108170353749394e-07,3.775106070718564e-07,2.628019459117121e-07,8.994503504111802e-08,-3.145768108589777e-08,1.3309202124014401e-06,3.609514280049756e-07,-9.529504013155294e-07,2.7328358086444687e-07,5.606284907760642e-07,-2.486503676121431e-06,-6.592394275713303e-07,1.4105786185090056e-06
01/07/2022,-8.555216144251082e-08,-1.5575358047824627e-09,-1.621034625792625e-08,-6.401728583832351e-08,-1.2414906986723756e-07,-2.6055203216806142e-08,-1.7320035322813546e-07,4.2614298718686866e-07,1.6454329529250528e-07,-2.4669988468982955e-06,-7.183985947877659e-07,9.216659929573623e-07,2.2677253897502853e-07,3.1858862087810605e-07,3.6926334667599574e-07,-1.0924123244351848e-07,4.703734336612507e-07,1.0122398029464718e-06,1.4129093743374291e-07,-2.0458622874064893e-07,3.3863810139123066e-07,5.609593753840605e-07,-2.345800329568125e-06,-1.009995344831774e-06,3.2605592501264454e-06
01/10/2022,-9.212102704580096e-08,6.9409754037209855e-09,-4.861057566900375e-08,-9.419050657073896e-08,-1.116240468759871e-07,-4.069957269803676e-08,-2.0921701372948305e-07,7.103356340523927e-07,1.2025822364156806e-07,-1.3191565000181095e-06,-1.0656361200610003e-06,-8.946249476359765e-07,4.768352273790118e-07,2.240293350644324e-07,6.14650013907885e-07,4.86703093091985e-07,3.2098990837038644e-07,1.2794223525617895e-06,5.498453142211516e-07,-8.981671305480769e-07,4.003834771512773e-07,4.785838327733433e-07,-2.2890914155965675e-06,-1.548334869937776e-06,2.7712452797128564e-06
01/11/2022,-3.98062836862835e-08,1.3463225899617924e-08,-1.935215750709314e-08,-3.8127516950373144e-08,-4.671237570309015e-08,3.2275869443311725e-08,-7.883101528013267e-08,7.986305373989429e-07,1.9143628479803852e-07,-4.963884572471337e-07,-6.639454183993629e-07,-1.242107746796419e-06,6.726021356725385e-07,1.2917848727563438e-07,6.914226442910801e-07,4.135023266793452e-07,-7.736071387953707e-08,1.3277352730910456e-06,2.0919176762512608e-07,-1.103383263008867e-06,3.972146481389312e-07,4.3145974351293917e-07,-8.019869523206547e-07,-9.112692991236879e-07,3.3561452737804762e-06
